revenue,employees,years_in_business,prior_claims_count,prior_claims_total,tiv,requested_premium,loss_ratio,credit_score,dti_ratio,ltv_ratio,property_age,construction_type,occupancy_type,protection_class,roof_type,year_built,square_footage,num_stories,sprinkler_system,alarm_system,prior_cancellations,month_of_binding,quarter,revenue_per_employee,claims_per_year,tiv_to_revenue,premium_to_tiv,risk_score_raw,target
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
94700000.0,0.0,0.0,12.0,1506800.0,18500000.0,1341100.0,0.08144864864864865,0.0,0.0,0.0,21,1.0,3.0,3.0,0.0,2005.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,94700000.0,12.0,0.19535374868004224,0.0724918918918919,0.5744345945945947,167514.83
0.0,0.0,0.0,0.0,0.0,40000.0,2000.0,0.037000000000000005,0.0,0.0,0.0,18,1.0,1.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3611,500.0
0.0,0.0,0.0,0.0,0.0,3450000.0,45700.0,0.134,0.0,0.0,0.0,18,1.0,3.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013246376811594202,0.3902,30672.07
0.0,0.0,0.0,0.0,0.0,1100000.0,63000.0,0.154,0.0,0.0,0.0,18,1.0,8.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057272727272727274,0.3962,6987.17
0.0,0.0,0.0,0.0,0.0,7600000.0,40000.0,0.165,0.0,0.0,0.0,16,4.0,2.0,4.0,0.0,2010.0,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.39949999999999997,43490.29
0.0,0.0,0.0,0.0,0.0,1700000.0,40000.0,0.134,0.0,0.0,0.0,18,1.0,8.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.3902,9786.31
0.0,0.0,0.0,0.0,0.0,4550000.0,40000.0,0.7559999999999999,0.0,0.0,0.0,18,1.0,0.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008791208791208791,0.5768,26067.05
0.0,0.0,0.0,0.0,0.0,1780000.0,40000.0,0.134,0.0,0.0,0.0,18,1.0,8.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.3902,13802.23
0.0,0.0,0.0,0.0,0.0,875000.0,40000.0,0.0,0.0,0.0,0.0,18,1.0,0.0,4.0,0.0,2008.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045714285714285714,0.35,5135.95
